plat,model,sopir,hari,hard_brake,idle_minutes,overspeed,jarak_km,suhu_mesin,muatan_ton,tebal_rem_mm,kondisi_ban_pct,kondisi_aki_pct
DA 1466 BG,UD Quester CKE,Joko Susilo,3,10,20,8,283.6,82.8,9.7,9.74,96.5,97.7
DA 1466 BG,UD Quester CKE,Joko Susilo,4,10,16,4,371.8,85.7,9.3,9.72,96.5,97.7
DA 1466 BG,UD Quester CKE,Joko Susilo,5,14,25,5,201.0,89.8,8.5,9.71,96.4,97.6
DA 1466 BG,UD Quester CKE,Joko Susilo,6,8,23,5,391.3,83.9,9.2,9.68,96.4,97.6
DA 1466 BG,UD Quester CKE,Joko Susilo,7,9,27,4,350.9,83.3,8.9,9.66,96.3,97.6
DA 1466 BG,UD Quester CKE,Joko Susilo,8,8,25,3,279.7,82.1,8.1,9.65,96.3,97.6
DA 1466 BG,UD Quester CKE,Joko Susilo,9,9,26,4,390.2,83.9,8.6,9.62,96.2,97.6
DA 1466 BG,UD Quester CKE,Joko Susilo,10,14,21,3,400.6,81.3,10.1,9.59,96.1,97.6
DA 1466 BG,UD Quester CKE,Joko Susilo,11,9,19,5,320.6,89.7,8.5,9.57,96.1,97.6
DA 1466 BG,UD Quester CKE,Joko Susilo,12,10,20,3,319.4,88.2,8.8,9.55,96.0,97.6
DA 1466 BG,UD Quester CKE,Joko Susilo,13,11,24,3,354.8,89.0,7.0,9.53,96.0,97.5
DA 1466 BG,UD Quester CKE,Joko Susilo,14,11,33,2,385.1,87.0,6.7,9.51,95.9,97.5
DA 1466 BG,UD Quester CKE,Joko Susilo,15,12,20,4,390.7,87.8,6.4,9.48,95.9,97.5
DA 1466 BG,UD Quester CKE,Joko Susilo,16,13,32,5,354.3,82.9,7.0,9.46,95.8,97.5
DA 1466 BG,UD Quester CKE,Joko Susilo,17,7,28,5,329.7,82.8,8.5,9.44,95.7,97.5
DA 1466 BG,UD Quester CKE,Joko Susilo,18,9,24,3,368.0,87.9,9.1,9.42,95.7,97.5
DA 1466 BG,UD Quester CKE,Joko Susilo,19,10,30,4,387.0,82.3,7.7,9.4,95.6,97.5
DA 1466 BG,UD Quester CKE,Joko Susilo,20,8,21,5,286.4,77.3,7.9,9.38,95.6,97.5
DA 1466 BG,UD Quester CKE,Joko Susilo,21,8,21,7,285.5,86.1,8.3,9.36,95.5,97.5
DA 1466 BG,UD Quester CKE,Joko Susilo,22,11,21,5,357.8,85.6,8.5,9.34,95.5,97.4
DA 1466 BG,UD Quester CKE,Joko Susilo,23,12,27,4,370.3,78.9,8.6,9.32,95.4,97.4
DA 1466 BG,UD Quester CKE,Joko Susilo,24,10,31,3,345.4,90.0,8.4,9.29,95.3,97.4
DA 1466 BG,UD Quester CKE,Joko Susilo,25,7,37,3,277.2,81.2,9.3,9.28,95.3,97.4
DA 1466 BG,UD Quester CKE,Joko Susilo,26,12,34,4,280.1,82.5,8.4,9.26,95.2,97.4
DA 1466 BG,UD Quester CKE,Joko Susilo,27,10,32,2,273.0,83.3,8.9,9.24,95.2,97.4
DA 1466 BG,UD Quester CKE,Joko Susilo,28,9,21,5,360.3,81.2,7.7,9.22,95.1,97.4
DA 1466 BG,UD Quester CKE,Joko Susilo,29,11,16,4,315.5,85.3,8.6,9.2,95.1,97.4
DA 1466 BG,UD Quester CKE,Joko Susilo,30,8,20,6,464.8,79.0,9.8,9.17,95.0,97.3
DA 1466 BG,UD Quester CKE,Joko Susilo,31,10,36,3,383.8,83.3,10.1,9.15,94.9,97.3
DA 1466 BG,UD Quester CKE,Joko Susilo,32,15,25,2,412.1,85.9,8.9,9.12,94.9,97.3
DA 1466 BG,UD Quester CKE,Joko Susilo,33,13,17,3,367.1,82.0,8.0,9.09,94.8,97.3
DA 1466 BG,UD Quester CKE,Joko Susilo,34,12,26,2,356.8,87.9,8.6,9.07,94.8,97.3
DA 1466 BG,UD Quester CKE,Joko Susilo,35,12,21,4,247.6,86.1,8.9,9.05,94.7,97.3
DA 1466 BG,UD Quester CKE,Joko Susilo,36,7,33,5,296.3,86.2,7.1,9.04,94.7,97.3
DA 1466 BG,UD Quester CKE,Joko Susilo,37,8,18,2,358.4,84.5,9.4,9.02,94.6,97.3
DA 1466 BG,UD Quester CKE,Joko Susilo,38,4,21,3,337.3,84.3,8.7,9.0,94.6,97.3
DA 1466 BG,UD Quester CKE,Joko Susilo,39,10,21,3,331.5,85.7,8.5,8.98,94.5,97.2
DA 1466 BG,UD Quester CKE,Joko Susilo,40,8,19,4,376.0,87.4,7.8,8.96,94.4,97.2
DA 1466 BG,UD Quester CKE,Joko Susilo,41,6,26,3,328.7,84.6,9.1,8.94,94.4,97.2
DA 1466 BG,UD Quester CKE,Joko Susilo,42,12,31,6,340.1,79.1,7.6,8.92,94.3,97.2
DA 1466 BG,UD Quester CKE,Joko Susilo,43,13,25,7,313.5,91.1,8.4,8.9,94.3,97.2
DA 1466 BG,UD Quester CKE,Joko Susilo,44,9,19,5,256.7,82.6,8.3,8.88,94.2,97.2
DA 1466 BG,UD Quester CKE,Joko Susilo,45,5,23,6,358.1,82.2,7.8,8.87,94.2,97.2
DA 1466 BG,UD Quester CKE,Joko Susilo,46,11,21,4,304.7,81.1,9.9,8.85,94.1,97.2
DA 1466 BG,UD Quester CKE,Joko Susilo,47,11,12,3,391.7,83.7,7.6,8.82,94.0,97.1
DA 1466 BG,UD Quester CKE,Joko Susilo,48,9,24,3,329.8,83.8,7.1,8.8,94.0,97.1
DA 1466 BG,UD Quester CKE,Joko Susilo,49,8,17,4,366.4,81.4,6.4,8.78,93.9,97.1
DA 1466 BG,UD Quester CKE,Joko Susilo,50,8,32,3,322.6,81.8,9.1,8.76,93.9,97.1
DA 1466 BG,UD Quester CKE,Joko Susilo,51,10,19,2,355.2,85.0,6.8,8.74,93.8,97.1
DA 1466 BG,UD Quester CKE,Joko Susilo,52,12,20,0,418.4,83.9,9.0,8.71,93.8,97.1
DA 1466 BG,UD Quester CKE,Joko Susilo,53,13,18,4,399.0,81.4,10.3,8.68,93.7,97.1
DA 1466 BG,UD Quester CKE,Joko Susilo,54,7,23,2,372.6,81.3,7.6,8.66,93.7,97.1
DA 1466 BG,UD Quester CKE,Joko Susilo,55,8,16,3,331.9,83.9,8.1,8.65,93.6,97.1
DA 1466 BG,UD Quester CKE,Joko Susilo,56,9,22,1,295.9,83.5,8.8,8.63,93.6,97.0
DA 1466 BG,UD Quester CKE,Joko Susilo,57,10,16,4,341.1,88.5,6.5,8.61,93.5,97.0
DA 1466 BG,UD Quester CKE,Joko Susilo,58,10,30,3,284.1,81.8,9.4,8.59,93.5,97.0
DA 1466 BG,UD Quester CKE,Joko Susilo,59,7,22,2,290.3,85.5,7.9,8.57,93.4,97.0
DA 1466 BG,UD Quester CKE,Joko Susilo,60,10,16,5,346.1,87.9,7.9,8.55,93.4,97.0
DA 1466 BG,UD Quester CKE,Joko Susilo,61,11,28,4,427.7,79.2,8.6,8.53,93.3,97.0
DA 1466 BG,UD Quester CKE,Joko Susilo,62,9,21,6,300.3,86.8,7.0,8.51,93.2,97.0
DA 1466 BG,UD Quester CKE,Joko Susilo,63,12,24,3,249.8,83.4,7.5,8.49,93.2,97.0
DA 1466 BG,UD Quester CKE,Joko Susilo,64,13,24,3,299.2,80.1,10.4,8.47,93.1,97.0
DA 1466 BG,UD Quester CKE,Joko Susilo,65,12,23,7,333.6,87.5,9.1,8.45,93.1,96.9
DA 1466 BG,UD Quester CKE,Joko Susilo,66,9,25,4,262.6,85.1,9.9,8.43,93.0,96.9
DA 1466 BG,UD Quester CKE,Joko Susilo,67,9,22,2,307.8,83.0,10.5,8.41,93.0,96.9
DA 1466 BG,UD Quester CKE,Joko Susilo,68,9,21,4,240.4,77.1,6.6,8.4,92.9,96.9
DA 1466 BG,UD Quester CKE,Joko Susilo,69,11,24,5,250.7,83.6,6.3,8.38,92.9,96.9
DA 1466 BG,UD Quester CKE,Joko Susilo,70,10,15,3,345.7,83.0,5.5,8.36,92.8,96.9
DA 1466 BG,UD Quester CKE,Joko Susilo,71,13,21,1,376.2,86.6,8.0,8.34,92.8,96.9
DA 1466 BG,UD Quester CKE,Joko Susilo,72,13,19,4,362.5,88.7,5.9,8.31,92.7,96.9
DA 1466 BG,UD Quester CKE,Joko Susilo,73,14,31,4,290.4,81.5,8.8,8.29,92.7,96.9
DA 1466 BG,UD Quester CKE,Joko Susilo,74,11,26,4,358.1,77.6,8.1,8.27,92.6,96.8
DA 1466 BG,UD Quester CKE,Joko Susilo,75,7,23,6,284.4,82.1,7.3,8.25,92.6,96.8
DA 1466 BG,UD Quester CKE,Joko Susilo,76,8,27,5,415.2,81.2,9.3,8.23,92.5,96.8
DA 1466 BG,UD Quester CKE,Joko Susilo,77,12,34,2,224.2,83.4,12.1,8.21,92.5,96.8
DA 1466 BG,UD Quester CKE,Joko Susilo,78,8,27,0,434.2,78.6,5.3,8.19,92.4,96.8
DA 1466 BG,UD Quester CKE,Joko Susilo,79,10,24,6,381.1,78.2,8.2,8.17,92.3,96.8
DA 1466 BG,UD Quester CKE,Joko Susilo,80,9,16,4,391.7,81.8,8.0,8.14,92.3,96.8
DA 1466 BG,UD Quester CKE,Joko Susilo,81,9,20,3,298.0,84.6,7.6,8.13,92.2,96.8
DA 1466 BG,UD Quester CKE,Joko Susilo,82,11,20,5,300.7,86.0,7.3,8.11,92.2,96.8
DA 1466 BG,UD Quester CKE,Joko Susilo,83,12,13,4,303.2,84.1,6.9,8.09,92.1,96.7
DA 1466 BG,UD Quester CKE,Joko Susilo,84,10,17,3,316.2,85.2,8.5,8.07,92.1,96.7
DA 1466 BG,UD Quester CKE,Joko Susilo,85,14,21,4,509.5,83.5,9.6,8.03,92.0,96.7
DA 1466 BG,UD Quester CKE,Joko Susilo,86,11,38,2,249.4,80.8,8.6,8.01,92.0,96.7
DA 1466 BG,UD Quester CKE,Joko Susilo,87,8,11,2,354.6,81.5,9.9,7.99,91.9,96.7
DA 1466 BG,UD Quester CKE,Joko Susilo,88,8,24,3,344.7,85.1,10.5,7.97,91.8,96.7
DA 1466 BG,UD Quester CKE,Joko Susilo,89,11,21,5,375.6,90.3,8.2,7.95,91.8,96.7
DA 1466 BG,UD Quester CKE,Joko Susilo,90,10,32,1,323.1,86.3,9.8,7.93,91.7,96.7
DA 1466 BG,UD Quester CKE,Joko Susilo,91,5,16,0,382.4,84.8,10.2,7.91,91.7,96.6
DA 1466 BG,UD Quester CKE,Joko Susilo,92,10,37,2,314.2,85.4,7.5,7.89,91.6,96.6
DA 1466 BG,UD Quester CKE,Joko Susilo,93,11,23,3,327.5,86.3,8.0,7.87,91.6,96.6
DA 1466 BG,UD Quester CKE,Joko Susilo,94,8,24,3,279.4,79.0,9.6,7.85,91.5,96.6
DA 1466 BG,UD Quester CKE,Joko Susilo,95,11,32,4,393.7,81.4,5.9,7.83,91.5,96.6
DA 1466 BG,UD Quester CKE,Joko Susilo,96,8,22,4,404.8,85.2,11.3,7.81,91.4,96.6
DA 1466 BG,UD Quester CKE,Joko Susilo,97,10,24,4,355.2,85.3,6.8,7.78,91.3,96.6
DA 1466 BG,UD Quester CKE,Joko Susilo,98,12,39,2,332.1,80.1,9.4,7.76,91.3,96.6
DA 1466 BG,UD Quester CKE,Joko Susilo,99,11,15,2,219.9,88.9,7.3,7.75,91.3,96.6
DA 1466 BG,UD Quester CKE,Joko Susilo,100,10,22,5,370.7,86.0,7.3,7.72,91.2,96.5
DA 1466 BG,UD Quester CKE,Joko Susilo,101,11,29,5,263.5,80.8,10.7,7.71,91.1,96.5
DA 1466 BG,UD Quester CKE,Joko Susilo,102,14,23,4,343.0,85.9,6.5,7.68,91.1,96.5
DA 1466 BG,UD Quester CKE,Joko Susilo,103,10,18,4,285.8,82.3,8.6,7.67,91.0,96.5
DA 1466 BG,UD Quester CKE,Joko Susilo,104,9,17,6,274.7,77.3,9.1,7.65,91.0,96.5
DA 1466 BG,UD Quester CKE,Joko Susilo,105,9,24,4,404.3,89.8,8.7,7.62,90.9,96.5
DA 1466 BG,UD Quester CKE,Joko Susilo,106,8,25,5,389.6,84.6,7.7,7.6,90.9,96.5
DA 1466 BG,UD Quester CKE,Joko Susilo,107,8,23,1,356.1,84.7,8.6,7.58,90.8,96.5
DA 1466 BG,UD Quester CKE,Joko Susilo,108,11,32,4,338.6,83.1,9.1,7.56,90.7,96.4
DA 1466 BG,UD Quester CKE,Joko Susilo,109,10,31,5,351.8,84.0,8.0,7.54,90.7,96.4
DA 1466 BG,UD Quester CKE,Joko Susilo,110,11,27,3,350.2,81.9,9.0,7.52,90.6,96.4
DA 1466 BG,UD Quester CKE,Joko Susilo,111,9,28,3,426.4,84.3,8.7,7.49,90.6,96.4
DA 1466 BG,UD Quester CKE,Joko Susilo,112,7,32,4,430.0,84.3,8.1,7.47,90.5,96.4
DA 1466 BG,UD Quester CKE,Joko Susilo,113,9,28,4,261.0,82.5,9.3,7.45,90.4,96.4
DA 1466 BG,UD Quester CKE,Joko Susilo,114,9,19,4,339.2,82.8,10.7,7.43,90.4,96.4
DA 1466 BG,UD Quester CKE,Joko Susilo,115,10,16,1,390.6,80.9,8.4,7.41,90.3,96.4
DA 1466 BG,UD Quester CKE,Joko Susilo,116,8,23,4,259.3,82.8,7.5,7.39,90.3,96.4
DA 1466 BG,UD Quester CKE,Joko Susilo,117,8,21,3,382.4,82.1,9.0,7.37,90.2,96.3
DA 1466 BG,UD Quester CKE,Joko Susilo,118,11,15,3,328.3,85.0,8.1,7.35,90.2,96.3
DA 1466 BG,UD Quester CKE,Joko Susilo,119,12,24,4,301.8,85.6,10.9,7.33,90.1,96.3
DA 1466 BG,UD Quester CKE,Joko Susilo,120,11,30,3,385.2,87.2,8.7,7.3,90.1,96.3
DA 1466 BG,UD Quester CKE,Joko Susilo,121,10,15,4,365.5,81.9,6.7,7.28,90.0,96.3
DA 1466 BG,UD Quester CKE,Joko Susilo,122,10,25,2,336.6,85.1,10.1,7.26,89.9,96.3
DA 1466 BG,UD Quester CKE,Joko Susilo,123,9,36,4,268.3,83.2,7.0,7.25,89.9,96.3
DA 1466 BG,UD Quester CKE,Joko Susilo,124,10,27,4,272.2,80.4,8.9,7.23,89.8,96.3
DA 1466 BG,UD Quester CKE,Joko Susilo,125,11,21,0,270.7,87.2,7.4,7.21,89.8,96.3
DA 1466 BG,UD Quester CKE,Joko Susilo,126,9,27,3,411.2,83.1,7.3,7.19,89.7,96.2
DA 1466 BG,UD Quester CKE,Joko Susilo,127,12,24,2,360.3,83.3,6.9,7.16,89.7,96.2
DA 1466 BG,UD Quester CKE,Joko Susilo,128,10,23,1,276.1,89.8,8.5,7.15,89.7,96.2
DA 1466 BG,UD Quester CKE,Joko Susilo,129,13,26,6,364.9,81.4,9.2,7.12,89.6,96.2
DA 1466 BG,UD Quester CKE,Joko Susilo,130,8,29,4,335.4,82.9,9.4,7.1,89.5,96.2
DA 1466 BG,UD Quester CKE,Joko Susilo,131,10,12,1,264.6,86.6,9.5,7.08,89.5,96.2
DA 1466 BG,UD Quester CKE,Joko Susilo,132,11,26,6,353.2,86.1,8.4,7.06,89.4,96.2
DA 1466 BG,UD Quester CKE,Joko Susilo,133,9,22,7,274.6,85.1,6.4,7.05,89.4,96.2
DA 1466 BG,UD Quester CKE,Joko Susilo,134,9,28,1,384.1,90.3,8.9,7.02,89.3,96.1
DA 1466 BG,UD Quester CKE,Joko Susilo,135,12,25,5,359.3,82.7,7.6,7.0,89.3,96.1
DA 1466 BG,UD Quester CKE,Joko Susilo,136,12,23,3,325.4,85.1,6.9,6.98,89.2,96.1
DA 1466 BG,UD Quester CKE,Joko Susilo,137,10,26,2,345.9,81.5,8.8,6.96,89.2,96.1
DA 1466 BG,UD Quester CKE,Joko Susilo,138,14,23,2,347.4,85.6,7.2,6.93,89.1,96.1
DA 1466 BG,UD Quester CKE,Joko Susilo,139,6,18,4,309.3,87.4,9.1,6.92,89.1,96.1
DA 1466 BG,UD Quester CKE,Joko Susilo,140,10,13,5,443.2,86.8,7.5,6.89,89.0,96.1
DA 1466 BG,UD Quester CKE,Joko Susilo,141,10,26,6,295.6,82.8,8.3,6.87,88.9,96.1
DA 1466 BG,UD Quester CKE,Joko Susilo,142,10,28,4,257.5,82.2,7.6,6.85,88.9,96.1
DA 1466 BG,UD Quester CKE,Joko Susilo,143,5,29,4,304.6,86.9,8.8,6.84,88.8,96.0
DA 1466 BG,UD Quester CKE,Joko Susilo,144,7,27,6,326.7,84.0,8.5,6.82,88.8,96.0
DA 1466 BG,UD Quester CKE,Joko Susilo,145,7,25,2,334.0,84.7,9.1,6.8,88.7,96.0
DA 1466 BG,UD Quester CKE,Joko Susilo,146,11,18,4,387.0,80.7,10.7,6.78,88.7,96.0
DA 1466 BG,UD Quester CKE,Joko Susilo,147,8,33,2,331.3,83.6,6.6,6.76,88.6,96.0
DA 1466 BG,UD Quester CKE,Joko Susilo,148,11,28,5,320.7,82.1,9.8,6.74,88.5,96.0
DA 1466 BG,UD Quester CKE,Joko Susilo,149,10,19,4,242.3,84.5,9.3,6.72,88.5,96.0
DA 1466 BG,UD Quester CKE,Joko Susilo,150,10,28,5,349.5,89.5,10.2,6.7,88.4,96.0
DA 1466 BG,UD Quester CKE,Joko Susilo,151,11,26,3,298.8,86.6,8.1,6.68,88.4,96.0
DA 1466 BG,UD Quester CKE,Joko Susilo,152,8,19,3,430.8,86.7,8.4,6.66,88.3,95.9
DA 1466 BG,UD Quester CKE,Joko Susilo,153,11,27,2,270.2,87.4,6.6,6.64,88.3,95.9
DA 1466 BG,UD Quester CKE,Joko Susilo,154,10,19,4,320.5,85.8,5.4,6.62,88.2,95.9
DA 1466 BG,UD Quester CKE,Joko Susilo,155,12,28,5,383.7,85.1,7.6,6.6,88.2,95.9
DA 1466 BG,UD Quester CKE,Joko Susilo,156,11,25,5,368.6,84.5,9.0,6.57,88.1,95.9
DA 1466 BG,UD Quester CKE,Joko Susilo,157,11,30,6,367.2,85.8,8.1,6.55,88.0,95.9
DA 1466 BG,UD Quester CKE,Joko Susilo,158,9,19,0,288.2,83.7,8.0,6.53,88.0,95.9
DA 1466 BG,UD Quester CKE,Joko Susilo,159,11,19,3,218.1,85.6,7.2,6.52,88.0,95.9
DA 1466 BG,UD Quester CKE,Joko Susilo,160,8,27,2,355.3,80.6,8.4,6.5,87.9,95.8
DA 1466 BG,UD Quester CKE,Joko Susilo,161,9,22,6,244.2,88.5,7.2,6.48,87.9,95.8
DA 1466 BG,UD Quester CKE,Joko Susilo,162,12,30,4,267.4,85.0,11.7,6.47,87.8,95.8
DA 1466 BG,UD Quester CKE,Joko Susilo,163,10,23,3,362.7,83.9,8.8,6.44,87.8,95.8
DA 1466 BG,UD Quester CKE,Joko Susilo,164,9,17,7,329.1,93.8,9.0,6.42,87.7,95.8
DA 1466 BG,UD Quester CKE,Joko Susilo,165,11,22,3,318.6,81.7,7.2,6.4,87.6,95.8
DA 1466 BG,UD Quester CKE,Joko Susilo,166,13,28,6,396.2,82.4,6.4,6.38,87.6,95.8
DA 1466 BG,UD Quester CKE,Joko Susilo,167,9,24,5,331.4,93.1,7.8,6.36,87.5,95.8
DA 1466 BG,UD Quester CKE,Joko Susilo,168,11,20,4,327.5,83.5,7.6,6.34,87.5,95.8
DA 1466 BG,UD Quester CKE,Joko Susilo,169,10,29,2,331.7,85.7,9.3,6.32,87.4,95.7
DA 1466 BG,UD Quester CKE,Joko Susilo,170,14,27,3,303.1,82.5,7.6,6.29,87.4,95.7
DA 1466 BG,UD Quester CKE,Joko Susilo,171,10,26,5,370.9,87.9,7.5,6.27,87.3,95.7
DA 1466 BG,UD Quester CKE,Joko Susilo,172,13,20,4,323.7,84.1,9.3,6.25,87.3,95.7
DA 1466 BG,UD Quester CKE,Joko Susilo,173,7,19,5,334.3,83.4,6.9,6.23,87.2,95.7
DA 1466 BG,UD Quester CKE,Joko Susilo,174,9,28,3,409.4,87.4,7.9,6.21,87.1,95.7
DA 1466 BG,UD Quester CKE,Joko Susilo,175,9,7,2,271.8,79.9,8.4,6.19,87.1,95.7
DA 1466 BG,UD Quester CKE,Joko Susilo,176,11,35,4,222.5,82.0,9.2,6.18,87.1,95.7
DA 1466 BG,UD Quester CKE,Joko Susilo,177,10,29,3,397.7,84.9,8.8,6.15,87.0,95.7
DA 1466 BG,UD Quester CKE,Joko Susilo,178,10,19,4,350.5,80.0,8.5,6.13,86.9,95.6
DA 1466 BG,UD Quester CKE,Joko Susilo,179,12,26,6,356.8,81.5,9.4,6.11,86.9,95.6
DA 1466 BG,UD Quester CKE,Joko Susilo,180,8,22,3,297.1,91.3,8.3,6.09,86.8,95.6
DA 1466 BG,UD Quester CKE,Joko Susilo,181,14,26,2,311.8,84.1,8.0,6.07,86.8,95.6
DA 1466 BG,UD Quester CKE,Joko Susilo,182,9,27,4,372.3,88.8,7.8,6.04,86.7,95.6
DA 1466 BG,UD Quester CKE,Joko Susilo,183,12,32,6,237.6,89.6,7.6,6.03,86.7,95.6
DA 1466 BG,UD Quester CKE,Joko Susilo,184,6,34,4,364.9,83.2,8.6,6.01,86.6,95.6
DA 1466 BG,UD Quester CKE,Joko Susilo,185,10,20,4,340.6,80.2,8.5,5.99,86.5,95.6
DA 1466 BG,UD Quester CKE,Joko Susilo,186,6,35,4,275.4,85.7,7.4,5.97,86.5,95.6
DA 1466 BG,UD Quester CKE,Joko Susilo,187,10,26,2,441.6,90.3,7.7,5.95,86.4,95.5
DA 1466 BG,UD Quester CKE,Joko Susilo,188,8,21,3,395.4,82.7,6.9,5.93,86.4,95.5
DA 1466 BG,UD Quester CKE,Joko Susilo,189,10,15,5,367.4,82.4,7.8,5.9,86.3,95.5
DA 1466 BG,UD Quester CKE,Joko Susilo,190,10,17,3,322.0,80.2,7.8,5.88,86.3,95.5
DA 1466 BG,UD Quester CKE,Joko Susilo,191,8,32,3,282.3,86.2,7.6,5.87,86.2,95.5
DA 1466 BG,UD Quester CKE,Joko Susilo,192,8,29,3,380.6,84.2,8.6,5.85,86.2,95.5
DA 1466 BG,UD Quester CKE,Joko Susilo,193,11,20,2,400.5,85.9,8.3,5.82,86.1,95.5
DA 1466 BG,UD Quester CKE,Joko Susilo,194,11,27,5,271.5,84.0,9.9,5.8,86.0,95.5
DA 1466 BG,UD Quester CKE,Joko Susilo,195,13,20,4,335.4,80.5,8.0,5.78,86.0,95.4
DA 1466 BG,UD Quester CKE,Joko Susilo,196,7,23,2,343.7,83.3,8.0,5.76,85.9,95.4
DA 1466 BG,UD Quester CKE,Joko Susilo,197,13,24,7,358.9,86.6,7.3,5.74,85.9,95.4
DA 1466 BG,UD Quester CKE,Joko Susilo,198,9,24,6,314.4,79.9,8.9,5.72,85.8,95.4
DA 1466 BG,UD Quester CKE,Joko Susilo,199,10,20,3,286.5,87.0,8.4,5.7,85.8,95.4
DA 1466 BG,UD Quester CKE,Joko Susilo,200,10,20,6,346.5,77.8,9.0,5.68,85.7,95.4
DA 1466 BG,UD Quester CKE,Joko Susilo,201,9,23,5,339.2,89.3,8.5,5.66,85.6,95.4
DA 1466 BG,UD Quester CKE,Joko Susilo,202,9,13,3,316.6,88.6,7.8,5.64,85.6,95.4
DA 1466 BG,UD Quester CKE,Joko Susilo,203,13,17,3,396.4,82.4,9.8,5.61,85.5,95.3
DA 1466 BG,UD Quester CKE,Joko Susilo,204,8,19,5,289.7,83.4,8.9,5.59,85.5,95.3
DA 1466 BG,UD Quester CKE,Joko Susilo,205,9,20,2,414.1,89.1,8.8,5.57,85.4,95.3
DA 1466 BG,UD Quester CKE,Joko Susilo,206,9,23,5,391.1,82.6,9.8,5.55,85.3,95.3
DA 1466 BG,UD Quester CKE,Joko Susilo,207,11,30,1,311.3,83.7,7.8,5.53,85.3,95.3
DA 1466 BG,UD Quester CKE,Joko Susilo,208,14,21,4,342.8,83.3,7.5,5.5,85.2,95.3
DA 1466 BG,UD Quester CKE,Joko Susilo,209,14,22,5,333.8,82.8,8.5,5.48,85.2,95.3
DA 1466 BG,UD Quester CKE,Joko Susilo,210,11,21,3,360.6,84.5,7.6,5.45,85.1,95.3
DA 1466 BG,UD Quester CKE,Joko Susilo,211,8,26,1,320.0,84.6,10.7,5.44,85.1,95.3
DA 1466 BG,UD Quester CKE,Joko Susilo,212,10,22,4,295.0,83.5,8.4,5.42,85.0,95.2
DA 1466 BG,UD Quester CKE,Joko Susilo,213,11,20,4,235.9,85.8,8.1,5.4,85.0,95.2
DA 1466 BG,UD Quester CKE,Joko Susilo,214,14,26,2,274.2,86.2,10.7,5.38,84.9,95.2
DA 1466 BG,UD Quester CKE,Joko Susilo,215,13,16,4,396.4,80.2,9.7,5.35,84.9,95.2
DA 1466 BG,UD Quester CKE,Joko Susilo,216,8,22,4,393.1,88.8,8.0,5.33,84.8,95.2
DA 1466 BG,UD Quester CKE,Joko Susilo,217,9,20,5,389.1,86.9,8.8,5.31,84.7,95.2
DA 1466 BG,UD Quester CKE,Joko Susilo,218,11,22,3,381.3,85.0,7.8,5.28,84.7,95.2
DA 1466 BG,UD Quester CKE,Joko Susilo,219,12,20,4,266.2,81.4,8.4,5.27,84.6,95.2
DA 1466 BG,UD Quester CKE,Joko Susilo,220,9,22,6,327.5,86.9,7.4,5.25,84.6,95.1
DA 1466 BG,UD Quester CKE,Joko Susilo,221,11,18,3,366.8,84.2,9.6,5.22,84.5,95.1
DA 1466 BG,UD Quester CKE,Joko Susilo,222,11,22,6,358.4,83.5,8.6,5.2,84.5,95.1
DA 1466 BG,UD Quester CKE,Joko Susilo,223,10,25,3,354.9,86.6,9.0,5.18,84.4,95.1
DA 1466 BG,UD Quester CKE,Joko Susilo,224,11,23,2,272.3,82.1,7.9,5.16,84.4,95.1
DA 1466 BG,UD Quester CKE,Joko Susilo,225,13,31,3,359.1,84.0,8.7,5.13,84.3,95.1
DA 1466 BG,UD Quester CKE,Joko Susilo,226,9,37,6,318.3,82.4,9.6,5.12,84.2,95.1
DA 1466 BG,UD Quester CKE,Joko Susilo,227,7,29,4,255.5,83.7,7.5,5.1,84.2,95.1
DA 1466 BG,UD Quester CKE,Joko Susilo,228,10,24,2,316.0,85.9,9.4,5.08,84.2,95.1
DA 1466 BG,UD Quester CKE,Joko Susilo,229,9,26,4,331.5,85.6,7.2,5.06,84.1,95.0
DA 1466 BG,UD Quester CKE,Joko Susilo,230,10,14,4,412.7,83.2,10.1,5.04,84.0,95.0
DA 1466 BG,UD Quester CKE,Joko Susilo,231,9,17,5,359.9,91.2,7.1,5.02,84.0,95.0
DA 1466 BG,UD Quester CKE,Joko Susilo,232,11,26,5,363.5,83.3,7.0,4.99,83.9,95.0
DA 1466 BG,UD Quester CKE,Joko Susilo,233,11,26,5,318.5,85.0,6.4,4.97,83.9,95.0
DA 1466 BG,UD Quester CKE,Joko Susilo,234,8,29,4,360.5,82.4,7.5,4.95,83.8,95.0
DA 1466 BG,UD Quester CKE,Joko Susilo,235,9,25,5,320.7,79.2,8.9,4.93,83.7,95.0
DA 1466 BG,UD Quester CKE,Joko Susilo,236,10,27,5,377.1,88.3,8.4,4.91,83.7,95.0
DA 1466 BG,UD Quester CKE,Joko Susilo,237,9,30,5,321.6,87.5,8.5,4.89,83.6,94.9
DA 1466 BG,UD Quester CKE,Joko Susilo,238,12,34,8,337.8,88.4,9.5,4.87,83.5,94.9
DA 1466 BG,UD Quester CKE,Joko Susilo,239,12,26,5,258.8,84.1,7.6,4.85,83.5,94.9
DA 1466 BG,UD Quester CKE,Joko Susilo,240,8,15,3,324.8,84.8,8.4,4.83,83.5,94.9
DA 1466 BG,UD Quester CKE,Joko Susilo,241,12,18,1,363.6,84.1,8.3,4.81,83.4,94.9
